Time,SampleCounts
1503580466,19
1503580467,20
1503580468,20
1503580469,20
1503580470,20
1503580471,20
1503580472,20
1503580473,20
1503580474,20
1503580475,20
1503580476,20
1503580477,20
1503580478,20
1503580479,20
1503580480,20
1503580481,20
1503580482,20
1503580483,20
1503580484,20
1503580485,20
1503580486,20
1503580487,20
1503580488,19
1503580489,20
1503580490,20
1503580491,20
1503580492,20
1503580493,20
1503580494,20
1503580495,20
1503580496,20
1503580497,20
1503580498,20
1503580499,20
1503580500,20
1503580501,20
1503580502,20
1503580503,20
1503580504,20
1503580505,20
1503580506,20
1503580507,20
1503580508,20
1503580509,20
1503580510,20
1503580511,20
1503580512,20
1503580513,19
1503580514,20
1503580515,20
1503580516,20
1503580517,20
1503580518,20
1503580519,20
1503580520,20
1503580521,20
1503580522,20
1503580523,20
1503580524,20
1503580525,20
1503580526,20
1503580527,20
1503580528,20
1503580529,20
1503580530,20
1503580531,20
1503580532,20
1503580533,20
1503580534,19
1503580535,20
1503580536,20
1503580537,20
1503580538,20
1503580539,20
1503580540,20
1503580541,20
1503580542,20
1503580543,20
1503580544,20
1503580545,20
1503580546,20
1503580547,20
1503580548,20
1503580549,20
1503580550,20
1503580551,20
1503580552,20
1503580553,20
1503580554,20
1503580555,19
1503580556,20
1503580557,20
1503580558,20
1503580559,20
1503580560,20
1503580561,20
1503580562,20
1503580563,20
1503580564,20
1503580565,20
1503580566,20
1503580567,20
1503580568,20
1503580569,20
1503580570,20
1503580571,20
1503580572,20
1503580573,20
1503580574,20
1503580575,20
1503580576,20
1503580577,19
1503580578,20
1503580579,20
1503580580,20
1503580581,20
1503580582,20
1503580583,20
1503580584,20
1503580585,20
1503580586,20
1503580587,20
1503580588,20
1503580589,20
1503580590,20
1503580591,20
1503580592,20
1503580593,20
1503580594,20
1503580595,19
1503580596,20
1503580597,20
1503580598,20
1503580599,20
1503580600,20
1503580601,20
1503580602,20
1503580603,20
1503580604,20
1503580605,20
1503580606,20
1503580607,20
1503580608,20
1503580609,20
1503580610,20
1503580611,20
1503580612,20
1503580613,20
1503580614,19
1503580615,20
1503580616,20
1503580617,20
1503580618,20
1503580619,20
1503580620,20
1503580621,20
1503580622,20
1503580623,20
1503580624,20
1503580625,20
1503580626,20
1503580627,20
1503580628,20
1503580629,20
1503580630,20
1503580631,20
1503580632,20
1503580633,20
1503580634,19
1503580635,20
1503580636,20
1503580637,20
1503580638,20
1503580639,20
1503580640,20
1503580641,20
1503580642,20
1503580643,20
1503580644,20
1503580645,20
1503580646,20
1503580647,20
1503580648,20
1503580649,20
1503580650,20
1503580651,20
1503580652,20
1503580653,20
1503580654,19
1503580655,20
1503580656,20
1503580657,20
1503580658,20
1503580659,20
1503580660,20
1503580661,20
1503580662,20
1503580663,20
1503580664,20
1503580665,20
1503580666,20
1503580667,20
1503580668,20
1503580669,20
1503580670,20
1503580671,20
1503580672,20
1503580673,19
1503580674,20
1503580675,20
1503580676,20
1503580677,20
1503580678,20
1503580679,20
1503580680,20
1503580681,20
1503580682,20
1503580683,20
1503580684,20
1503580685,20
1503580686,20
1503580687,20
1503580688,20
1503580689,20
1503580690,20
1503580691,20
1503580692,19
1503580693,20
1503580694,20
1503580695,20
1503580696,20
1503580697,20
1503580698,20
1503580699,20
1503580700,20
1503580701,20
1503580702,20
1503580703,20
1503580704,20
1503580705,20
1503580706,20
1503580707,20
1503580708,20
1503580709,20
1503580710,19
1503580711,20
1503580712,20
1503580713,20
1503580714,20
1503580715,20
1503580716,20
1503580717,20
1503580718,20
1503580719,20
1503580720,20
1503580721,20
1503580722,20
1503580723,20
1503580724,20
1503580725,20
1503580726,20
1503580727,20
1503580728,19
1503580729,20
1503580730,20
1503580731,20
1503580732,20
1503580733,20
1503580734,20
1503580735,20
1503580736,20
1503580737,20
1503580738,20
1503580739,20
1503580740,20
1503580741,20
1503580742,20
1503580743,20
1503580744,20
1503580745,20
1503580746,19
1503580747,20
1503580748,20
1503580749,20
1503580750,20
1503580751,20
1503580752,20
1503580753,20
1503580754,20
1503580755,20
1503580756,20
1503580757,20
1503580758,20
1503580759,20
1503580760,20
1503580761,20
1503580762,20
1503580763,19
1503580764,20
1503580765,20
1503580766,20
1503580767,20
1503580768,20
1503580769,20
1503580770,20
1503580771,20
1503580772,20
1503580773,20
1503580774,20
1503580775,20
1503580776,20
1503580777,20
1503580778,19
1503580779,20
1503580780,20
1503580781,20
1503580782,20
1503580783,20
1503580784,20
1503580785,20
1503580786,20
1503580787,20
1503580788,20
1503580789,20
1503580790,20
1503580791,20
1503580792,20
1503580793,20
1503580794,20
1503580795,19
1503580796,20
1503580797,20
1503580798,20
1503580799,20
1503580800,20
1503580801,20
1503580802,20
1503580803,20
1503580804,20
1503580805,20
1503580806,20
1503580807,20
1503580808,20
1503580809,20
1503580810,20
1503580811,19
1503580812,20
1503580813,20
1503580814,20
1503580815,20
1503580816,20
1503580817,20
1503580818,20
1503580819,20
1503580820,20
1503580821,20
1503580822,20
1503580823,20
1503580824,20
1503580825,20
1503580826,20
1503580827,20
1503580828,19
1503580829,20
1503580830,20
1503580831,20
1503580832,20
1503580833,20
1503580834,20
1503580835,20
1503580836,20
1503580837,20
1503580838,20
1503580839,20
1503580840,20
1503580841,20
1503580842,20
1503580843,19
1503580844,20
1503580845,20
1503580846,20
1503580847,20
1503580848,20
1503580849,20
1503580850,20
1503580851,20
1503580852,20
1503580853,20
1503580854,20
1503580855,20
1503580856,20
1503580857,20
1503580858,20
1503580859,20
1503580860,19
1503580861,20
1503580862,20
1503580863,20
1503580864,20
1503580865,20
1503580866,20
1503580867,20
1503580868,20
1503580869,20
1503580870,20
1503580871,20
1503580872,20
1503580873,20
1503580874,20
1503580875,20
1503580876,19
1503580877,20
1503580878,20
1503580879,20
1503580880,20
1503580881,20
1503580882,20
1503580883,20
1503580884,20
1503580885,20
1503580886,20
1503580887,20
1503580888,20
1503580889,20
1503580890,19
1503580891,20
1503580892,20
1503580893,20
1503580894,20
1503580895,20
1503580896,20
1503580897,20
1503580898,20
1503580899,20
1503580900,20
1503580901,20
1503580902,20
1503580903,20
1503580904,20
1503580905,20
1503580906,19
1503580907,20
1503580908,20
1503580909,20
1503580910,20
1503580911,20
1503580912,20
1503580913,20
1503580914,20
1503580915,20
1503580916,20
1503580917,20
1503580918,20
1503580919,20
1503580920,20
1503580921,20
1503580922,19
1503580923,20
1503580924,20
1503580925,20
1503580926,20
1503580927,20
1503580928,20
1503580929,20
1503580930,20
1503580931,20
1503580932,20
1503580933,20
1503580934,20
1503580935,20
1503580936,20
1503580937,19
1503580938,20
1503580939,20
1503580940,20
1503580941,20
1503580942,20
1503580943,20
1503580944,20
1503580945,20
1503580946,20
1503580947,20
1503580948,20
1503580949,20
1503580950,20
1503580951,20
1503580952,20
1503580953,20
1503580954,19
1503580955,20
1503580956,20
1503580957,20
1503580958,20
1503580959,20
1503580960,20
1503580961,20
1503580962,20
1503580963,20
1503580964,20
1503580965,20
1503580966,20
1503580967,20
1503580968,20
1503580969,19
1503580970,20
1503580971,20
1503580972,20
1503580973,20
1503580974,20
1503580975,20
1503580976,20
1503580977,20
1503580978,89
1503580979,80
1503580980,20
1503580981,20
1503580982,20
1503580983,20
1503580984,20
1503580985,20
1503580986,20
1503580987,20
1503580988,20
1503580989,20
1503580990,20
1503580991,20
1503580992,19
1503580993,20
1503580994,20
1503580995,20
1503580996,20
1503580997,20
1503580998,20
1503580999,20
1503581000,20
1503581001,20
1503581002,20
1503581003,20
1503581004,20
1503581005,20
1503581006,20
1503581007,20
1503581008,20
1503581009,20
1503581010,20
1503581011,20
1503581012,20
1503581013,20
1503581014,19
1503581015,20
1503581016,20
1503581017,20
1503581018,20
1503581019,20
1503581020,20
1503581021,20
1503581022,20
1503581023,20
1503581024,20
1503581025,20
1503581026,20
1503581027,20
1503581028,20
1503581029,20
1503581030,20
1503581031,20
1503581032,20
1503581033,20
1503581034,20
1503581035,20
1503581036,19
1503581037,20
1503581038,20
1503581039,20
1503581040,20
1503581041,20
1503581042,20
1503581043,20
1503581044,20
1503581045,20
1503581046,20
1503581047,20
1503581048,20
1503581049,20
1503581050,20
1503581051,20
1503581052,20
1503581053,20
1503581054,20
1503581055,20
1503581056,20
1503581057,19
1503581058,20
1503581059,20
1503581060,20
1503581061,20
1503581062,20
1503581063,20
1503581064,20
1503581065,20
1503581066,20
1503581067,20
1503581068,20
1503581069,20
1503581070,20
1503581071,20
1503581072,20
1503581073,20
1503581074,20
1503581075,20
1503581076,20
1503581077,20
1503581078,20
1503581079,19
1503581080,20
1503581081,20
1503581082,20
1503581083,20
1503581084,20
1503581085,20
1503581086,20
1503581087,20
1503581088,20
1503581089,20
1503581090,20
1503581091,20
1503581092,20
1503581093,20
1503581094,20
1503581095,20
1503581096,20
1503581097,20
1503581098,20
1503581099,19
1503581100,20
1503581101,20
1503581102,20
1503581103,20
1503581104,20
1503581105,20
1503581106,20
1503581107,20
1503581108,20
1503581109,20
1503581110,20
1503581111,20
1503581112,20
1503581113,20
1503581114,20
1503581115,20
1503581116,20
1503581117,20
1503581118,20
1503581119,20
1503581120,19
1503581121,20
1503581122,20
1503581123,20
1503581124,20
1503581125,20
1503581126,20
1503581127,20
1503581128,20
1503581129,20
1503581130,20
1503581131,20
1503581132,20
1503581133,20
1503581134,20
1503581135,20
1503581136,20
1503581137,20
1503581138,20
1503581139,20
1503581140,20
1503581141,19
1503581142,20
1503581143,20
1503581144,20
1503581145,20
1503581146,20
1503581147,20
1503581148,20
1503581149,20
1503581150,20
1503581151,20
1503581152,20
1503581153,20
1503581154,20
1503581155,20
1503581156,20
1503581157,20
1503581158,20
1503581159,20
1503581160,20
1503581161,20
1503581162,19
1503581163,20
1503581164,20
1503581165,20
1503581166,20
1503581167,20
1503581168,20
1503581169,20
1503581170,20
1503581171,20
1503581172,20
1503581173,20
1503581174,20
1503581175,20
1503581176,20
1503581177,20
1503581178,20
1503581179,20
1503581180,20
1503581181,20
1503581182,20
1503581183,20
1503581184,20
1503581185,19
1503581186,20
1503581187,20
1503581188,20
1503581189,20
1503581190,20
1503581191,20
1503581192,20
1503581193,20
1503581194,20
1503581195,20
1503581196,20
1503581197,20
1503581198,20
1503581199,20
1503581200,20
1503581201,20
1503581202,20
1503581203,20
1503581204,20
1503581205,20
1503581206,20
1503581207,19
1503581208,20
1503581209,20
1503581210,20
1503581211,20
1503581212,20
1503581213,20
1503581214,20
1503581215,20
1503581216,20
1503581217,20
1503581218,20
1503581219,20
1503581220,20
1503581221,20
1503581222,20
1503581223,20
1503581224,20
1503581225,20
1503581226,20
1503581227,20
1503581228,20
1503581229,20
1503581230,20
1503581231,19
1503581232,20
1503581233,20
1503581234,20
1503581235,20
1503581236,20
1503581237,20
1503581238,20
1503581239,20
1503581240,20
1503581241,20
1503581242,20
1503581243,20
1503581244,20
1503581245,20
1503581246,20
1503581247,20
1503581248,20
1503581249,20
1503581250,20
1503581251,20
1503581252,20
1503581253,20
1503581254,20
1503581255,19
1503581256,20
1503581257,20
1503581258,20
1503581259,20
1503581260,20
1503581261,20
1503581262,20
1503581263,20
1503581264,20
1503581265,20
1503581266,20
1503581267,20
1503581268,20
1503581269,20
1503581270,20
1503581271,20
1503581272,20
1503581273,20
1503581274,20
1503581275,20
1503581276,19
1503581277,20
1503581278,20
1503581279,20
1503581280,20
1503581281,20
1503581282,20
1503581283,20
1503581284,20
1503581285,20
1503581286,20
1503581287,20
1503581288,20
1503581289,20
1503581290,20
1503581291,20
1503581292,20
1503581293,20
1503581294,20
1503581295,20
1503581296,20
1503581297,20
1503581298,20
1503581299,20
1503581300,19
1503581301,20
1503581302,20
1503581303,20
1503581304,20
1503581305,20
1503581306,20
1503581307,20
1503581308,20
1503581309,20
1503581310,20
1503581311,20
1503581312,20
1503581313,20
1503581314,20
1503581315,20
1503581316,20
1503581317,20
1503581318,20
1503581319,20
1503581320,20
1503581321,20
1503581322,19
1503581323,20
1503581324,20
1503581325,20
1503581326,20
1503581327,20
1503581328,20
1503581329,20
1503581330,20
1503581331,20
1503581332,20
1503581333,20
1503581334,20
1503581335,20
1503581336,20
1503581337,20
1503581338,20
1503581339,20
1503581340,20
1503581341,20
1503581342,20
1503581343,20
1503581344,20
1503581345,19
1503581346,20
1503581347,20
1503581348,20
1503581349,20
1503581350,20
1503581351,20
1503581352,20
1503581353,20
1503581354,20
1503581355,20
1503581356,20
1503581357,20
1503581358,20
1503581359,20
1503581360,20
1503581361,20
1503581362,20
1503581363,20
1503581364,20
1503581365,20
1503581366,19
1503581367,20
1503581368,20
1503581369,20
1503581370,20
1503581371,20
1503581372,20
1503581373,20
1503581374,20
1503581375,20
1503581376,20
1503581377,20
1503581378,20
1503581379,20
1503581380,20
1503581381,20
1503581382,20
1503581383,20
1503581384,20
1503581385,20
1503581386,20
1503581387,20
1503581388,19
1503581389,20
1503581390,20
1503581391,20
1503581392,20
1503581393,20
1503581394,20
1503581395,20
1503581396,20
1503581397,20
1503581398,20
1503581399,20
1503581400,20
1503581401,20
1503581402,20
1503581403,20
1503581404,20
1503581405,20
1503581406,20
1503581407,20
1503581408,20
1503581409,20
1503581410,20
1503581411,19
1503581412,20
1503581413,20
1503581414,20
1503581415,20
1503581416,20
1503581417,20
1503581418,20
1503581419,20
1503581420,20
1503581421,20
1503581422,20
1503581423,20
1503581424,20
1503581425,20
1503581426,20
1503581427,20
1503581428,20
1503581429,20
1503581430,20
1503581431,20
1503581432,19
1503581433,20
1503581434,20
1503581435,20
1503581436,20
1503581437,20
1503581438,20
1503581439,20
1503581440,20
1503581441,20
1503581442,20
1503581443,20
1503581444,20
1503581445,20
1503581446,20
1503581447,20
1503581448,20
1503581449,20
1503581450,20
1503581451,20
1503581452,20
1503581453,20
1503581454,19
1503581455,20
1503581456,20
1503581457,20
1503581458,20
1503581459,20
1503581460,20
1503581461,20
1503581462,20
1503581463,20
1503581464,20
1503581465,20
1503581466,20
1503581467,20
1503581468,20
1503581469,20
1503581470,20
1503581471,20
1503581472,19
1503581473,20
1503581474,20
1503581475,20
1503581476,20
1503581477,20
1503581478,20
1503581479,20
1503581480,20
1503581481,20
1503581482,20
1503581483,20
1503581484,20
1503581485,20
1503581486,20
1503581487,20
1503581488,20
1503581489,20
1503581490,20
1503581491,20
1503581492,20
1503581493,19
1503581494,20
1503581495,20
1503581496,20
1503581497,20
1503581498,20
1503581499,20
1503581500,20
1503581501,20
1503581502,20
1503581503,20
1503581504,20
1503581505,20
1503581506,20
1503581507,20
1503581508,20
1503581509,20
1503581510,20
1503581511,20
1503581512,20
1503581513,20
1503581514,20
1503581515,20
1503581516,20
1503581517,20
1503581518,20
1503581519,20
1503581520,19
1503581521,20
1503581522,20
1503581523,20
1503581524,20
1503581525,20
1503581526,20
1503581527,20
1503581528,20
1503581529,20
1503581530,20
1503581531,20
1503581532,20
1503581533,20
1503581534,20
1503581535,20
1503581536,20
1503581537,20
1503581538,20
1503581539,20
1503581540,20
1503581541,20
1503581542,20
1503581543,20
1503581544,20
1503581545,20
1503581546,20
1503581547,20
1503581548,19
1503581549,20
1503581550,20
1503581551,20
1503581552,20
1503581553,20
1503581554,20
1503581555,20
1503581556,20
1503581557,20
1503581558,20
1503581559,20
1503581560,20
1503581561,20
1503581562,20
1503581563,20
1503581564,20
1503581565,20
1503581566,20
1503581567,20
1503581568,20
1503581569,20
1503581570,20
1503581571,20
1503581572,20
1503581573,20
1503581574,20
1503581575,20
1503581576,20
1503581577,20
1503581578,20
1503581579,20
1503581580,19
1503581581,20
1503581582,20
1503581583,20
1503581584,20
1503581585,20
1503581586,20
1503581587,20
1503581588,20
1503581589,20
1503581590,20
1503581591,20
1503581592,20
1503581593,20
1503581594,20
1503581595,20
1503581596,20
1503581597,20
1503581598,20
1503581599,20
1503581600,20
